question	ANNOTATION	ground_truth	matched_claim	matched_claim_paperID	ground_truth_paperID	matched_date	matched_authors	matched_journal	matched_title	matched_affiliation	distance
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Between 16% and 76% of cases are asymptomatic throughout the course of their infection, though changing symptom definitions make it difficult to compare asymptomatic fractions through time."	"We do not explicitly track asymptomatic infections, which have been estimated to be around 20% of infections [24] (but estimates range from 1% to 50%, reviewed in [77] )"	4116d2b652cff89188c5a0903db9e7b374c81a43	",1a5518c914fc2c08556e19280bbad16c82297ce0,22749adcec428459584e7aa11d2d1bad1cd4a71a,826d2003683aaa1eeb7e83698dcab33294799f3c,826d2003683aaa1eeb7e83698dcab33294799f3c,c16ad9336bf7e9a67208113f8b683463deef479e,678a06b1a99bc858a18617f16e980640b6e11cf4; 94d6310707f0d1d41f9bd34fe0bd7f8c4bfc013f,364563f6674928b4a6386e656dd217d37e656645; a3357069424539a045bdc4fbe6f4d54665037c90,364563f6674928b4a6386e656dd217d37e656645; a3357069424539a045bdc4fbe6f4d54665037c90,6d4b3bfbc8e4c2ab4505c4e9d709625ae7b96fe4,8ee9bd284176875ca151d2f9e17270acc17bab1b,"	2020-06-05	"Nande, Anjalika; Adlam, Ben; Sheen, Justin; Levy, Michael Z.; Hill, Alison L."	medRxiv	Dynamics of COVID-19 under social distancing measures are driven by transmission network structure	;Harvard University	0.123769117
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Between 16% and 76% of cases are asymptomatic throughout the course of their infection, though changing symptom definitions make it difficult to compare asymptomatic fractions through time."	The calculations above assume that 15% of infections are asymptomatic	546a60b03792cc2a705488a39574d58f1891e6e5	",1a5518c914fc2c08556e19280bbad16c82297ce0,22749adcec428459584e7aa11d2d1bad1cd4a71a,826d2003683aaa1eeb7e83698dcab33294799f3c,826d2003683aaa1eeb7e83698dcab33294799f3c,c16ad9336bf7e9a67208113f8b683463deef479e,678a06b1a99bc858a18617f16e980640b6e11cf4; 94d6310707f0d1d41f9bd34fe0bd7f8c4bfc013f,364563f6674928b4a6386e656dd217d37e656645; a3357069424539a045bdc4fbe6f4d54665037c90,364563f6674928b4a6386e656dd217d37e656645; a3357069424539a045bdc4fbe6f4d54665037c90,6d4b3bfbc8e4c2ab4505c4e9d709625ae7b96fe4,8ee9bd284176875ca151d2f9e17270acc17bab1b,"	2020-07-19	"Wilson, A. M.; Aviles, N.; Beamer, P. I.; Szabo, Z.; Ernst, K. C.; Masel, J."		Quantifying SARS-CoV-2 infection risk within the Apple/Google exposure notification framework to inform quarantine recommendations	;University of Arizona	0.131120007
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"The case fatality rate (CFR) is unknown, but adults >60 and those with comorbidities are at elevated risk of death."	"The case fatality rate (CFR) of our study population was 2 • 9% No death occurred in the patients under age 30; however, cases in the age group 70 to 79 years and 80 or above had a 12 • 9% and 34 • 8% CFR, respectively"	3e3c95aeba1837dcba178d989c4abd9ff91fee2b	"8ee9bd284176875ca151d2f9e17270acc17bab1b,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,233c87a0b8b9d18db829badf694faf42806f8504; c5d91b70d0c70d051df4ffdee54d11000d5d8928,"	2020-12-31	"Park, Hyun-Young; Lee, Jung Hyun; Lim, Nam-Kyoo; Lim, Do Sang; Hong, Sung Ok; Park, Mi-Jin; Lee, Seon Young; Kim, Geehyuk; Park, Jae Kyung; Song, Dae Sub; Chai, Hee Youl; Kim, Sung Soo; Lee, Yeon-Kyeng; Park, Hye Kyung; Kwon, Jun-Wook; Jeong, Eun Kyeong"	The Lancet Regional Health - Western Pacific	Presenting characteristics and clinical outcome of patients with COVID-19 in South Korea: A nationwide retrospective observational study		0.11817274
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"The case fatality rate (CFR) is unknown, but adults >60 and those with comorbidities are at elevated risk of death."	[3] [4] [5] [6] The case fatality rates (CFR) in patients aged less than 70 years were reported as 0.3-3.5%	fcca84a57963a913516bd6df17e5eb4474a6ba63	"8ee9bd284176875ca151d2f9e17270acc17bab1b,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,233c87a0b8b9d18db829badf694faf42806f8504; c5d91b70d0c70d051df4ffdee54d11000d5d8928,"	2020-07-16	"Battisti, Nicolò Matteo Luca; Mislang, Anna Rachelle; Cooper, Lisa; O'Donovan, Anita; Audisio, Riccardo A.; Cheung, Kwok-Leung; Sarrió, Regina Gironés; Stauder, Reinhard; Soto-Perez-de-Celis, Enrique; Jaklitsch, Michael; Williams, Grant R.; O'Hanlon, Shane; Alam, Mahmood; Cairo, Clarito; Colloca, Giuseppe; Gil, Luiz Antonio; Sattar, Schroder; Kantilal, Kumud; Russo, Chiara; Lichtman, Stuart M.; Brain, Etienne; Kanesvaran, Ravindran; Wildiers, Hans"	J Geriatr Oncol	Adapting care for older cancer patients during the COVID-19 pandemic: Recommendations from the International Society of Geriatric Oncology (SIOG) COVID-19 Working Group		0.119975838
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"The case fatality rate (CFR) is unknown, but adults >60 and those with comorbidities are at elevated risk of death."	Mortality is expressed as case fatality rate (CFR)	06b506f55374a43a3b6a93dca8710242806673c6	"8ee9bd284176875ca151d2f9e17270acc17bab1b,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,233c87a0b8b9d18db829badf694faf42806f8504; c5d91b70d0c70d051df4ffdee54d11000d5d8928,"	2020-05-26	"Casas Rojo, J. M.; Anton Santos, J. M.; Millan Nunez-Cortes, J.; Lumbreras Bermejo, C.; Ramos Rincon, J. M.; Roy-Vallejo, E.; Artero Mora, A.; Arnalich Fernandez, F.; Garcia Brunen, J. M.; Vargas Nunez, J. A.; Freire Castro, S. J.; Manzano, L.; Perales Fraile, I.; Crestelo Vieitez, A.; Puchades, F.; Rodilla, E.; Solis Marquinez, M. N.; Bonet Tur, D.; Fidalgo Moreno, M. d. P.; Fonseca Aizpuru, E. M.; Carrasco Sanchez, F. J.; Rabadan Pejenaute, E.; Rubio-Rivas, M.; Torres Pena, J. D.; Gomez Huelgas, R."		Clinical characteristics of patients hospitalized with COVID-19 in Spain: results from the SEMI-COVID-19 Network.	;IRYCIS. Madrid	0.126506842
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"The case fatality rate (CFR) is unknown, but adults >60 and those with comorbidities are at elevated risk of death."	Mortality is expressed as case fatality rate (CFR)	06b506f55374a43a3b6a93dca8710242806673c6	"8ee9bd284176875ca151d2f9e17270acc17bab1b,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,233c87a0b8b9d18db829badf694faf42806f8504; c5d91b70d0c70d051df4ffdee54d11000d5d8928,"	2020-05-26	"Casas Rojo, J. M.; Anton Santos, J. M.; Millan Nunez-Cortes, J.; Lumbreras Bermejo, C.; Ramos Rincon, J. M.; Roy-Vallejo, E.; Artero Mora, A.; Arnalich Fernandez, F.; Garcia Brunen, J. M.; Vargas Nunez, J. A.; Freire Castro, S. J.; Manzano, L.; Perales Fraile, I.; Crestelo Vieitez, A.; Puchades, F.; Rodilla, E.; Solis Marquinez, M. N.; Bonet Tur, D.; Fidalgo Moreno, M. d. P.; Fonseca Aizpuru, E. M.; Carrasco Sanchez, F. J.; Rabadan Pejenaute, E.; Rubio-Rivas, M.; Torres Pena, J. D.; Gomez Huelgas, R."		Clinical characteristics of patients hospitalized with COVID-19 in Spain: results from the SEMI-COVID-19 Network.	;IRYCIS. Madrid	0.126506842
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"The case fatality rate (CFR) is unknown, but adults >60 and those with comorbidities are at elevated risk of death."	"3 The case fatality rate (CFR) is not insignificant, especially in older people aged over 80 years 4 and those with comorbidities"	03c90897f5a28bb42fe7344bb4477f3bd5a23336	"8ee9bd284176875ca151d2f9e17270acc17bab1b,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,233c87a0b8b9d18db829badf694faf42806f8504; c5d91b70d0c70d051df4ffdee54d11000d5d8928,"	2020-05-04	"Lim, Wee‐Shiong; Liang, Chih‐Kuang; Assantachai, Prasert; Auyeung, Tung Wai; Kang, Lin; Lee, Wei‐Ju; Lim, Jae‐Young; Sugimoto, Ken; Akishita, Masahiro; Chia, Shu‐Lih; Chou, Ming‐Yueh; Ding, Yew‐Yoong; Iijima, Katsuya; Jang, Hak Chul; Kawashima, Shuji; Kim, Miji; Kojima, Taro; Kuzuya, Masafumi; Lee, Jenny; Lee, Sang Yoon; Lee, Yunhwan; Peng, Li‐Ning; Wang, Ninie Y.; Wang, Yin‐Wei; Won, Chang Won; Woo, Jean; Chen, Liang‐Kung; Arai, Hidenori"	Geriatr Gerontol Int	COVID‐19 and Older People in Asia: AWGS Calls to Actions	;National Yang Ming University	0.126705278
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Cardiovascular disease, obesity, hypertension, diabetes, cancer, down syndrome, and respiratory conditions all increase the CFR."	"The CFR was also increased in those with comorbidities including cardiovascular, diabetes, chronic respiratory disease, hypertension, and cancer"	c87faa1cff1699197fd0c0bcc39c634cf26b28e5	"233c87a0b8b9d18db829badf694faf42806f8504; c5d91b70d0c70d051df4ffdee54d11000d5d8928,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,3eee32ba9e2992dfa932be0911afa83ad6011b1d,3eee32ba9e2992dfa932be0911afa83ad6011b1d,3eee32ba9e2992dfa932be0911afa83ad6011b1d,,72a63066c59f4b0913fc5f4a09734d34a4cc4e65,"	2020-02-28	"Fisher, Dale; Heymann, David"	BMC Med	Q&A: The novel coronavirus outbreak causing COVID-19	;National University Health Systems	0.176065721
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Cardiovascular disease, obesity, hypertension, diabetes, cancer, down syndrome, and respiratory conditions all increase the CFR."	"The CFR increases with age and in the presence of comorbidities (hypertension, diabetes mellitus, cardiovascular or cerebrovascular disease, respiratory disease and obesity)"	276b7eb4905f15d681f538936c8fbfa8b27d1fb5	"233c87a0b8b9d18db829badf694faf42806f8504; c5d91b70d0c70d051df4ffdee54d11000d5d8928,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,3eee32ba9e2992dfa932be0911afa83ad6011b1d,3eee32ba9e2992dfa932be0911afa83ad6011b1d,3eee32ba9e2992dfa932be0911afa83ad6011b1d,,72a63066c59f4b0913fc5f4a09734d34a4cc4e65,"	2020-09-22	"Tee, Cherica A; Salido, Evelyn O; Reyes, Patrick Wincy C; Ho, Roger C; Tee, Michael L"	Open Access Rheumatol	Psychological State and Associated Factors During the 2019 Coronavirus Disease (COVID-19) Pandemic Among Filipinos with Rheumatoid Arthritis or Systemic Lupus Erythematosus	;University of the Philippines	0.179194567
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Cardiovascular disease, obesity, hypertension, diabetes, cancer, down syndrome, and respiratory conditions all increase the CFR."	"Furthermore, the comorbid diseases such as cardiovascular diseases, COPD and hypertension may also increase the CFR in COVID-19 patients"	bdd16f969419fd7e2e5dc221b9957cd15aff2483	"233c87a0b8b9d18db829badf694faf42806f8504; c5d91b70d0c70d051df4ffdee54d11000d5d8928,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,3eee32ba9e2992dfa932be0911afa83ad6011b1d,3eee32ba9e2992dfa932be0911afa83ad6011b1d,3eee32ba9e2992dfa932be0911afa83ad6011b1d,,72a63066c59f4b0913fc5f4a09734d34a4cc4e65,"	2020-08-17	"Zhao, Jinqiu; Li, Xiaosong; Huang, Wenxiang; Zheng, Junyi"	Am J Emerg Med	Potential risk factors for case fatality rate of novel coronavirus (COVID-19) in China: A pooled analysis of individual patient data	;Chongqing General Hospital	0.194755823
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Cardiovascular disease, obesity, hypertension, diabetes, cancer, down syndrome, and respiratory conditions all increase the CFR."	"11 CFR was increased in those with underlying diseases, such as cardiovascular disease, diabetes, chronic respiratory diseas, hypertension and cancer"	f9ca8dc1a265ed8a43a967ac32056af7b232a609	"233c87a0b8b9d18db829badf694faf42806f8504; c5d91b70d0c70d051df4ffdee54d11000d5d8928,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,3eee32ba9e2992dfa932be0911afa83ad6011b1d,3eee32ba9e2992dfa932be0911afa83ad6011b1d,3eee32ba9e2992dfa932be0911afa83ad6011b1d,,72a63066c59f4b0913fc5f4a09734d34a4cc4e65,"	2020-04-27	"Wei, Xiao-Shan; Wang, Xiao-Rong; Zhang, Jian-Chu; Yang, Wei-Bing; Ma, Wan-Li; Yang, Bo-Han; Jiang, Nan-Chuan; Gao, Zhan-Cheng; Shi, Huan-Zhong; Zhou, Qiong"	J Microbiol Immunol Infect	A cluster of health care workers with COVID-19 pneumonia caused by SARS-CoV-2	;Huazhong University of Science and Technology	0.200727987
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Cardiovascular disease, obesity, hypertension, diabetes, cancer, down syndrome, and respiratory conditions all increase the CFR."	"11 CFR was increased in those with underlying deseases, such as cardiovascular disease, diabetes, chronic respiratory diseas, hypertension and cancer"	2f51cb4a08bdfeef1f20e9b8119c830edac08fe6	"233c87a0b8b9d18db829badf694faf42806f8504; c5d91b70d0c70d051df4ffdee54d11000d5d8928,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,3eee32ba9e2992dfa932be0911afa83ad6011b1d,3eee32ba9e2992dfa932be0911afa83ad6011b1d,3eee32ba9e2992dfa932be0911afa83ad6011b1d,,72a63066c59f4b0913fc5f4a09734d34a4cc4e65,"	2020-04-27	"Wei, Xiao-Shan; Wang, Xiao-Rong; Zhang, Jian-Chu; Yang, Wei-Bing; Ma, Wan-Li; Yang, Bo-Han; Jiang, Nan-Chuan; Gao, Zhan-Cheng; Shi, Huan-Zhong; Zhou, Qiong"	J Microbiol Immunol Infect	A cluster of health care workers with COVID-19 pneumonia caused by SARS-CoV-2	;Huazhong University of Science and Technology	0.201820783
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Prior kidney disease may increase disease severity, though age may be the dominant factor."	"Serum levels of IS and PCS are negatively correlated with renal function and gradually increases with kidney disease severity (Huang et al., 2012; Lin et al., 2011) "	ebae210dd9abdf2cd740cc1a633788b04f37d3c4	"72a63066c59f4b0913fc5f4a09734d34a4cc4e65,04d039f451ca61c3304d644869297fa2a26ed4e3,"	2020-07-16	"Viana, Sofia D.; Nunes, Sara; Reis, Flávio"	Ageing Res Rev	ACE2 imbalance as a key player for the poor outcomes in COVID-19 patients with age-related comorbidities – Role of gut microbiota dysbiosis	;University of Coimbra	0.36382295
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Prior kidney disease may increase disease severity, though age may be the dominant factor."	"Serum levels of IS and PCS are negatively correlated with renal function and gradually increases with kidney disease severity (Huang et al., 2012; Lin et al., 2011) "	ebae210dd9abdf2cd740cc1a633788b04f37d3c4	"72a63066c59f4b0913fc5f4a09734d34a4cc4e65,04d039f451ca61c3304d644869297fa2a26ed4e3,"	2020-07-16	"Viana, Sofia D.; Nunes, Sara; Reis, Flávio"	Ageing Res Rev	ACE2 imbalance as a key player for the poor outcomes in COVID-19 patients with age-related comorbidities – Role of gut microbiota dysbiosis	;University of Coimbra	0.363822969
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Prior kidney disease may increase disease severity, though age may be the dominant factor."	"Within adult populations, increased age is generally associated with higher disease severity (29) "	79b99714af8b8eb75f62ff1eb016fd7a99affa8f	"72a63066c59f4b0913fc5f4a09734d34a4cc4e65,04d039f451ca61c3304d644869297fa2a26ed4e3,"	2020-10-26	"Brown, Ryan; McKelvey, Michael C.; Ryan, Sinéad; Creane, Shannice; Linden, Dermot; Kidney, Joseph C.; McAuley, Daniel F.; Taggart, Clifford C.; Weldon, Sinéad"	Front Med (Lausanne)	The Impact of Aging in Acute Respiratory Distress Syndrome: A Clinical and Mechanistic Overview	"Airway Innate Immunity Research (AiiR) Group, Wellcome-Wolfson Institute for Experimental Medicine;Queen's University Belfast"	0.37346944
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Prior kidney disease may increase disease severity, though age may be the dominant factor."	"In addition to age, there is clear evidence that pre-existing conditions affect mortality and disease severity"	59c495cde2e907713e82e853c9f3cef7420cb767	"72a63066c59f4b0913fc5f4a09734d34a4cc4e65,04d039f451ca61c3304d644869297fa2a26ed4e3,"	2020-12-23	"Novelli, Giuseppe; Biancolella, Michela; Mehrian-Shai, Ruty; Erickson, Caroline; Godri Pollitt, Krystal J.; Vasiliou, Vasilis; Watt, Jessica; Reichardt, Juergen K. V."	Hum Genomics	COVID-19 update: the first 6 months of the pandemic	;James Cook University	0.378561792
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Prior kidney disease may increase disease severity, though age may be the dominant factor."	"Bivariate analyses showed that younger age (<2 years) and chronic complex medical conditions (cardiovascular, respiratory, genetic, or congenital) were associated with increased disease severity"	a0fc77168ace3931f8baad96e42943198e5a46f4	"72a63066c59f4b0913fc5f4a09734d34a4cc4e65,04d039f451ca61c3304d644869297fa2a26ed4e3,"	2020-04-21	"Ogimi, Chikara; Kim, Yae Jean; Martin, Emily T; Huh, Hee Jae; Chiu, Cheng-Hsun; Englund, Janet A"	J Pediatric Infect Dis Soc	What’s New With the Old Coronaviruses?	;University of washington	0.381051729
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"In Iceland, the overall CFR has been estimated at 0.3-0.6% but increases to ~4% in those over 70 years old."	"The CFR increases by age groups, from less than 1% among younger people (0 to 39 years) to more than 30% among the eldest (80 years and older)"	924db64eb754727d5cc8b284d30d0a4bdb414b00	"bc742e98a412ce77a05a1f84045a2799961cb4c7; 45c79051bde73b4b53be921a27931a90e9a0b0e7; b9cbc9bf5933ce9a14c906af9e7733e1886a63ef,"	2020-08-11	"la Hoz-Restrepo, Fernando de; Alvis-Zakzuk, Nelson J.; la Hoz-Gomez, Juan Fernando De; la Hoz-Gomez, Alejandro De; Corral, Luz Gómez Del; Alvis-Guzmán, Nelson"	Int J Infect Dis	Is Colombia an example of successful containment of the COVID-19 2020 pandemic? A critical analysis of the epidemiological data. March to July 2020		0.282553373
