sentence,paperID,date,journal,affiliation,question,
21% to 28% of children (<19 years old) may be asymptomatic.,53d11a4c34855adff4864b5207f98146fb53b5b0,5/1/20,N Engl J Med,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
21% to 28% of children (<19 years old) may be asymptomatic.,dc740d4b0eaec35c2f1fa14cdf0324eeb863ea49,5/1/20,N Engl J Med,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
21% to 28% of children (<19 years old) may be asymptomatic.,e4b18c2650a0735f7db3a316ff8c560da61931bb,3/25/20,Lancet Infect Dis,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
Most symptomatic children show mild or moderate symptoms.,58dd38a17cf774e90606be6f1df4ca440bfdc610,6/25/20,Lancet Child Adolesc Health,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
Most symptomatic children show mild or moderate symptoms.,53d11a4c34855adff4864b5207f98146fb53b5b0,5/1/20,N Engl J Med,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
Most symptomatic children show mild or moderate symptoms.,dc740d4b0eaec35c2f1fa14cdf0324eeb863ea49,5/1/20,N Engl J Med,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
Severe symptoms in children and infants are more likely in those with complex medical histories.,10fa4fa686ed69d8ea6912af25a905fa7b063332,4/2/20,N Engl J Med,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
Severe symptoms in children and infants are more likely in those with complex medical histories.,2bcd7cfadc34e7117876764bd7d45cbfc88927e7,4/2/20,N Engl J Med,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
Severe symptoms in children and infants are more likely in those with complex medical histories.,6170107348fdc8e4811454aa92da1631d9d58d92,4/2/20,N Engl J Med,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
Severe symptoms in children and infants are more likely in those with complex medical histories.,10fa4fa686ed69d8ea6912af25a905fa7b063332,4/2/20,N Engl J Med,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
Severe symptoms in children and infants are more likely in those with complex medical histories.,2bcd7cfadc34e7117876764bd7d45cbfc88927e7,4/2/20,N Engl J Med,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
Severe symptoms in children and infants are more likely in those with complex medical histories.,6170107348fdc8e4811454aa92da1631d9d58d92,4/2/20,N Engl J Med,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
Severe symptoms in children and infants are more likely in those with complex medical histories.,d2c6b692cb757a79ec7ec20b26ea401d73604d7a,3/18/20,N Engl J Med,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
Severe symptoms in children and infants are more likely in those with complex medical histories.,4f9854e6434f613ed77839a7d1b38ca4c5059d7b,3/18/20,N Engl J Med,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
Severe symptoms in children and infants are more likely in those with complex medical histories.,df34e72b41879873ecded26635beb40803cec1c0,3/18/20,N Engl J Med,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
"WHO and US CDC have identified a rare condition in children (Pediatric Multi-System Inflammatory Syndrome, MIS-C) linked to COVID-19 infection.",f54535923209366954e94e6374cb300dffdde623,5/7/20,Lancet,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
"WHO and US CDC have identified a rare condition in children (Pediatric Multi-System Inflammatory Syndrome, MIS-C) linked to COVID-19 infection.",18b5197c6ce9a96e4cd759711f5025aa6715a3b9,12/3/20,Euro Surveill,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
Children with both severe and moderate initial symptoms can progress to MIS-C.,8608c131af264663d62a72f465be62b413bbcc5a,8/14/20,MMWR Morb Mortal Wkly Rep,,5. Clinical Presentation – What are the signs and symptoms of an infected person?,
"Infected patients show productive immune responses, but the duration of any protection is unknown.",c978cbef4f08cd88edaceb1e3c82102a57bd78fa,4/27/20,Lancet,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
Researchers have found SARS-CoV-2 antibodies circulating in patients for 3-6 months after infection.,bc742e98a412ce77a05a1f84045a2799961cb4c7,9/1/20,N Engl J Med,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
Researchers have found SARS-CoV-2 antibodies circulating in patients for 3-6 months after infection.,45c79051bde73b4b53be921a27931a90e9a0b0e7,9/1/20,N Engl J Med,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
Researchers have found SARS-CoV-2 antibodies circulating in patients for 3-6 months after infection.,b9cbc9bf5933ce9a14c906af9e7733e1886a63ef,9/1/20,N Engl J Med,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
Researchers have found SARS-CoV-2 antibodies circulating in patients for 3-6 months after infection.,bc742e98a412ce77a05a1f84045a2799961cb4c7,9/1/20,N Engl J Med,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
Researchers have found SARS-CoV-2 antibodies circulating in patients for 3-6 months after infection.,45c79051bde73b4b53be921a27931a90e9a0b0e7,9/1/20,N Engl J Med,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
Researchers have found SARS-CoV-2 antibodies circulating in patients for 3-6 months after infection.,b9cbc9bf5933ce9a14c906af9e7733e1886a63ef,9/1/20,N Engl J Med,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
Researchers have found SARS-CoV-2 antibodies circulating in patients for 3-6 months after infection.,1bfa303d7c281cce093cb3e551874f83b0985172,11/23/20,Cell,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
Mild COVID-19 infections can induce detectable immune responses for at least 3 months.,1bfa303d7c281cce093cb3e551874f83b0985172,11/23/20,Cell,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
Antibody levels increase with disease severity and are largely unaffected by patient age.,a0327c89dd46ce06ec8e979ddbad8c7b9c32660b,3/23/20,Lancet Infect Dis,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
Antibody levels increase with disease severity and are largely unaffected by patient age.,a0327c89dd46ce06ec8e979ddbad8c7b9c32660b,3/23/20,Lancet Infect Dis,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
"A UK study found evidence of antibody levels waning after 4-6 months, though the study looked at population-level seroprevalence and not individual antibody levels.",a0327c89dd46ce06ec8e979ddbad8c7b9c32660b,3/23/20,Lancet Infect Dis,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
Neutralizing antibody responses are present within 8-19 days after symptom onset and can persist for months.,b707d10231042f9b541042bbc3b83635b7eab8e9,6/8/20,Cell Rep Med,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
Individuals with more severe infections developed higher neutralizing antibody levels that persisted longer than those with asymptomatic or mild infections.,22105aeedc5163b9b8376cd3d2778763b16536ac,7/11/20,,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
"The antibody IgM appears to contribute substantially to SARS-CoV-2 neutralizing ability, with IgG also contributing to a lesser extent.",768c2433c6dda7f04b1e9d22d3febbf5e0294151,10/9/20,bioRxiv,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
Asymptomatic cases generate weaker antibody responses to SARS-CoV-2.,c92064d6a14196363f9b5f479434bccaa74f3251,10/4/20,Emerg Infect Dis,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
"Antibody levels declined in 156 healthcare workers who tested positive for SARS-CoV-2, with 28% dropping below detectable levels when tested after 60 days, suggesting caution in single time-point assays to detect prior SARS-CoV-2 infection.",02067cea6bdcacf8e3f9e43ce8da95159bcfaea1,11/27/20,MMWR Morb Mortal Wkly Rep,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
"Strong, early inflammatory immune responses are associated with more severe clinical presentation.",7c6889718d0cda72ab131785084e9f3be0b337a9,11/12/20,,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
"There appear to be several distinct immunological phenotypes associated with COVID-19, with cytokine storm syndrome present in ~3-4% of patients.",775fd15b3ad5f7fda7fd7c4855a3b257768b77af,12/9/20,Sci Adv,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
"A more common phenotype is characterized by a lack of Type I interferon response and general immunosuppression, which may help to explain variability in corticosteroid treatment effects.",775fd15b3ad5f7fda7fd7c4855a3b257768b77af,12/9/20,Sci Adv,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
"SARS-CoV-2 specific memory B cells are involved in the human immune response, and provide evidence of B cell-mediated immunity after mild-moderate COVID-19 infection.",85fc141e99981871d09b54edecd83c37a3d56230,10/30/20,medRxiv,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
"SARS-CoV-2 specific memory B cells are involved in the human immune response, and provide evidence of B cell-mediated immunity after mild-moderate COVID-19 infection.",818eca2cc46cd0631f76bd114a80739a96c8b137,10/30/20,medRxiv,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
"T-cell responses may persist for at least 6 months, though they appear stronger in individuals with more severe COVID-19 cases.",d592aa9abb593acd1140f70bba1140a673cb6249,11/2/20,bioRxiv,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
"While memory B and T cells both persist for at least 6 months, there is some variability in the persistence of specific antibodies (e.g., IgG vs. IgA). ",ec9bc47cf086cbe61affb528f0af7d8690932950,11/5/20,bioRxiv,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
"While memory B and T cells both persist for at least 6 months, there is some variability in the persistence of specific antibodies (e.g., IgG vs. IgA). ",0be62fa44476ebf0136944c8839308896a22aa08,11/6/20,bioRxiv,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
Researchers in Hong Kong and the US have identified COVID-19 reinfections.,148661a637fb291f9b6b3dd9b9360b644b3f44c7,8/25/20,J Infect,,6. Protective Immunity – How long does the immune response provide protection from reinfection?,
