ground_truth	matched_claim
"In Iceland, the overall CFR has been estimated at 0.3-0.6% but increases to ~4% in those over 70 years old."	"With age, CFR increases rapidly and reaches 14.8% for the age group 80+ years [10] "
"In Iceland, the overall CFR has been estimated at 0.3-0.6% but increases to ~4% in those over 70 years old."	"Despite CFR increases for both sexes with advancing age, males have a significantly higher rate at all ages from 30 years than females [5] "
"In Iceland, the overall CFR has been estimated at 0.3-0.6% but increases to ~4% in those over 70 years old."	"No deaths were reported in children <9 years old, but the CFR increases to 14.8% in the 80+ age group"
"In Iceland, the overall CFR has been estimated at 0.3-0.6% but increases to ~4% in those over 70 years old."	"The reported case-fatality ratio (CFR) for COV-ID-19 (April 13, 2020) among Chinese and Italian patients increases progressively with age, being 8.0% and 14.8% among patients aged 70-79 years and 80+ years respectively in China and 9.7% and 21.4% among those aged 70-79 years and 80+ years respectively in Italy (2, 18) "
"In Iceland, the overall CFR has been estimated at 0.3-0.6% but increases to ~4% in those over 70 years old."	"In addition, the CDC has collected data from adults of various age groups and varying disease severity, indicating that the virus could not be cultured more than 10 days after onset of symptoms (CDC, 2020); virus culture was always unfeasible when Ct values exceeded 33 (La Scola et al., 2020 , Rhee et al., 2020 "
"In Iceland, the overall CFR has been estimated at 0.3-0.6% but increases to ~4% in those over 70 years old."	"In the Chinese data, COVID-19 crude fatality rate (CFR) for people older than 80 years increases up to 21.9%"
"In Iceland, the overall CFR has been estimated at 0.3-0.6% but increases to ~4% in those over 70 years old."	"In the Chinese data, COVID-19 crude fatality rate (CFR) for people older than 80 years increases up to 21.9%"
"In Iceland, the overall CFR has been estimated at 0.3-0.6% but increases to ~4% in those over 70 years old."	"COVID-19 case fatality rate (CFR) increases with age exponentially, its doubling time being about 7 years, irrespective of countries and epidemic stages"
"An estimated overall infection fatality rate for Indiana was calculated as 0.26%, increasing to 1.71% for those >65 years old."	"Arguably, one of the most interesting report is on estimating the infection fatality rate that is 0.1 (95%CI, 0.1 -0.2) for the age group under 70 years old, and, not surprisingly, a much higher estimate of 4.3 (95%CI, 2.7-7.7) for the older group (36) "
"An estimated overall infection fatality rate for Indiana was calculated as 0.26%, increasing to 1.71% for those >65 years old."	"Currently, the estimation for the infection fatality rate (IFR) is between 0.5% and 1% across all age groups"
"An estimated overall infection fatality rate for Indiana was calculated as 0.26%, increasing to 1.71% for those >65 years old."	"(2020) , who estimated an infection fatality ratio of 0.145 per cent (0.08-0.32) for people younger than 60, and 3.28 per cent (1.62-6.18) for people aged 60 or more"
"An estimated overall infection fatality rate for Indiana was calculated as 0.26%, increasing to 1.71% for those >65 years old."	"Findings: We estimate an overall infection fatality rate of 1·29% (95% credible interval [CrI] 0·89 − 2·01), as well as large differences by age, with a low infection fatality rate of 0·05% for under 60 year old (CrI 0 − 0·19) and a substantially higher 4·25% (CrI 3·01 − 6·39) for people above 60 years of age"
"An estimated overall infection fatality rate for Indiana was calculated as 0.26%, increasing to 1.71% for those >65 years old."	"The estimated infection fatality rate is in the range of 0.66-1.33% [4, 5] "
"An estimated overall infection fatality rate for Indiana was calculated as 0.26%, increasing to 1.71% for those >65 years old."	The infection fatality rate was set at 0.01 25 
"An estimated overall infection fatality rate for Indiana was calculated as 0.26%, increasing to 1.71% for those >65 years old."	"According to a recent study the estimated infection fatality ratio (IFR), averaged over all age-groups including those who don't have symptoms, is between 0.2% -1.6% with an average of 0.66% (Verity et al., 2020) "
"An estimated overall infection fatality rate for Indiana was calculated as 0.26%, increasing to 1.71% for those >65 years old."	"To obtain estimates of the number of infections, we used results from a study involving a random sample of individuals to test in Indiana [69] which estimated the infection fatality rate (IFR) to be 0.58%"
"An estimated overall infection fatality rate for Indiana was calculated as 0.26%, increasing to 1.71% for those >65 years old."	The current infection fatality rate over all age groups is between 0.5% and 1% and the rate rises after the sixth decade of life
"An estimated overall infection fatality rate for Indiana was calculated as 0.26%, increasing to 1.71% for those >65 years old."	"At the same time, we have estimated the infection fatality rate (IFR) of 1.56% (90% CI [0.94-2.21]%)"
Minority populations and essential workers are disproportionately affected by COVID-19.	Minority populations are disproportionately impacted by COVID-19
Minority populations and essential workers are disproportionately affected by COVID-19.	"Specifically, racial and ethnic minority groups have been found to be disproportionately affected by COVID-19 due to significant social inequities including living conditions, work circumstances, and lower access to health care (CDC, 2020 June 4)"
Minority populations and essential workers are disproportionately affected by COVID-19.	"Minority populations, specifically African-American and Hispanic have been disproportionately affected by COVID-19, with increased risk of complications and mortality [17] [18] [19] "
